Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
11,Devin Booker,28,PHO,SG,63,63,37.4,8.5,18.7,.457,2.6,7.6,.347,5.9,11.1,.532,.527,6.0,6.7,.894,1.0,3.1,4.1,7.0,1.0,0.2,2.8,2.7,25.7,,bookede01
12,Cade Cunningham,23,DET,PG,64,64,35.1,9.5,20.5,.461,2.1,6.1,.350,7.3,14.4,.508,.513,4.6,5.3,.861,0.8,5.3,6.0,9.3,1.0,0.7,4.5,2.8,25.6,,cunnica01
13,LaMelo Ball,23,CHO,PG,44,44,32.1,8.7,21.5,.402,3.8,11.5,.335,4.8,10.1,.477,.491,4.2,5.0,.837,1.0,4.1,5.1,7.2,1.2,0.3,3.5,3.3,25.4,,ballla01
14,Paolo Banchero,22,ORL,PF,35,35,34.1,8.6,19.4,.444,1.9,5.9,.325,6.7,13.5,.496,.493,6.0,8.4,.713,1.1,6.1,7.2,4.7,0.8,0.7,2.8,2.1,25.1,,banchpa01
15,LeBron James,40,LAL,SF,58,58,34.9,9.6,18.5,.517,2.3,5.9,.384,7.3,12.6,.580,.579,3.6,4.7,.770,1.0,7.2,8.2,8.5,0.9,0.6,3.9,1.5,25.0,,jamesle01
16,Damian Lillard,34,MIL,PG,58,58,36.1,7.7,17.1,.448,3.4,9.0,.376,4.3,8.1,.528,.547,6.2,6.8,.921,0.5,4.2,4.7,7.1,1.2,0.2,2.8,1.7,24.9,,lillada01
17,Kyrie Irving,32,DAL,SG,50,50,36.1,8.9,18.9,.473,2.9,7.2,.401,6.1,11.7,.517,.549,3.9,4.3,.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0,24.7,,irvinky01
18,Zion Williamson,24,NOP,PF,29,29,28.5,9.5,17.0,.561,0.1,0.4,.231,9.4,16.5,.570,.564,5.3,8.0,.659,2.6,4.7,7.3,5.2,1.2,0.9,3.0,2.7,24.4,,willizi01
19,Stephen Curry,36,GSW,PG,59,59,32.3,8.0,17.9,.444,4.4,11.2,.394,3.5,6.7,.529,.568,3.9,4.2,.935,0.5,3.8,4.4,6.1,1.1,0.4,2.9,1.4,24.3,,curryst01
20,Karl-Anthony Towns,29,NYK,C,60,60,35.0,8.8,16.7,.526,2.1,4.9,.428,6.7,11.8,.567,.589,4.6,5.5,.834,3.1,10.0,13.0,3.1,1.0,0.8,2.6,3.6,24.3,,townska01
21,Franz Wagner,23,ORL,SF,49,49,33.7,9.0,19.3,.463,1.7,5.7,.299,7.2,13.6,.532,.507,4.7,5.5,.858,1.0,4.6,5.6,4.7,1.3,0.4,2.4,2.6,24.3,,wagnefr01
22,Victor Wembanyama,21,SAS,C,46,46,33.2,8.9,18.6,.476,3.1,8.8,.352,5.8,9.9,.586,.559,3.4,4.1,.836,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3,24.3,,wembavi01
23,Donovan Mitchell,28,CLE,SG,62,62,31.3,8.3,18.7,.445,3.4,9.1,.378,4.9,9.6,.509,.537,4.0,4.9,.824,0.8,3.6,4.4,4.9,1.3,0.2,2.1,2.0,24.1,,mitchdo01
24,Trae Young,26,ATL,PG,64,64,36.1,7.4,18.2,.406,2.8,8.5,.328,4.6,9.8,.474,.482,6.5,7.4,.873,0.5,2.7,3.2,11.4,1.2,0.2,4.8,2.0,24.1,,youngtr01
25,Cam Thomas,23,BRK,SG,25,23,31.2,8.0,18.2,.438,2.7,7.8,.349,5.2,10.4,.506,.513,5.3,6.0,.881,0.6,2.7,3.3,3.8,0.6,0.1,2.5,1.8,24.0,,thomaca02
26,Joel Embiid,30,PHI,C,19,19,30.2,7.4,16.6,.444,1.2,4.1,.299,6.2,12.5,.492,.481,7.8,8.9,.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8,,embiijo01
27,Zach LaVine,29,2TM,SF,60,60,34.8,8.5,16.5,.516,3.2,7.2,.444,5.3,9.3,.571,.613,3.4,4.1,.823,0.3,4.2,4.5,4.3,0.9,0.2,2.9,1.5,23.6,,lavinza01
27,Zach LaVine,29,CHI,SF,42,42,34.1,8.6,16.9,.511,3.2,7.3,.446,5.4,9.6,.560,.607,3.5,4.3,.797,0.3,4.5,4.8,4.5,0.9,0.2,2.9,1.5,24.0,,lavinza01
27,Zach LaVine,29,SAC,SG,18,18,36.5,8.2,15.5,.527,3.1,7.1,.441,5.1,8.4,.599,.627,3.3,3.7,.894,0.3,3.5,3.8,3.8,0.8,0.1,2.8,1.3,22.7,,lavinza01
28,De'Aaron Fox,27,2TM,PG,62,62,36.1,8.7,18.8,.463,1.9,6.1,.310,6.8,12.6,.538,.514,4.2,5.1,.827,0.9,3.9,4.8,6.3,1.5,0.4,2.8,2.6,23.5,,foxde01
28,De'Aaron Fox,27,SAC,PG,45,45,37.0,9.2,19.6,.469,2.0,6.4,.322,7.2,13.3,.539,.521,4.5,5.5,.829,1.0,4.0,5.0,6.1,1.5,0.4,3.0,2.6,25.0,,foxde01
28,De'Aaron Fox,27,SAS,PG,17,17,34.0,7.4,16.5,.446,1.5,5.6,.274,5.8,10.9,.535,.493,3.5,4.2,.819,0.5,3.8,4.3,6.8,1.5,0.3,2.4,2.7,19.7,,foxde01
29,Tyler Herro,25,MIA,SG,65,65,35.5,8.3,18.1,.460,3.4,9.3,.367,4.9,8.8,.559,.554,3.5,4.1,.860,0.4,4.9,5.3,5.7,0.9,0.2,2.6,1.2,23.5,,herroty01
30,Norman Powell,31,LAC,SG,48,48,32.5,8.0,16.4,.490,3.2,7.5,.423,4.9,8.9,.547,.587,3.9,4.7,.824,0.4,3.0,3.4,2.1,1.3,0.2,2.0,1.9,23.2,,powelno01
31,Jaylen Brown,28,BOS,SF,56,56,35.3,8.5,18.4,.459,1.8,5.8,.316,6.6,12.6,.525,.509,4.0,5.3,.757,1.4,4.6,6.1,4.7,1.3,0.3,2.6,2.5,22.8,,brownja02
32,James Harden,35,LAC,PG,66,66,35.1,6.5,16.5,.396,3.0,8.7,.343,3.5,7.8,.455,.486,6.5,7.4,.873,0.7,5.2,5.9,8.7,1.5,0.6,4.4,2.0,22.5,,hardeja01
33,Jaren Jackson Jr.,25,MEM,C,62,62,29.4,8.1,16.3,.500,1.9,5.1,.365,6.3,11.2,.561,.557,4.4,5.6,.777,1.3,4.5,5.8,2.1,1.3,1.6,2.1,3.4,22.5,,jacksja02
34,Ja Morant,25,MEM,PG,43,43,30.0,7.7,17.0,.449,1.5,5.3,.291,6.1,11.8,.520,.494,5.5,6.6,.834,0.6,3.5,4.1,7.4,1.2,0.3,3.7,2.2,22.3,,moranja01
35,DeMar DeRozan,35,SAC,SF,62,62,35.8,8.1,16.6,.486,1.1,3.1,.356,7.0,13.5,.517,.520,4.9,5.6,.873,0.6,3.4,4.0,4.1,0.9,0.4,1.4,1.9,22.2,,derozde01
36,Brandon Ingram,27,NOP,SF,18,18,33.1,8.6,18.5,.465,2.4,6.4,.374,6.2,12.1,.514,.530,2.6,3.1,.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,,ingrabr01
37,RJ Barrett,24,TOR,SF,52,52,32.9,8.0,17.0,.472,1.9,5.3,.359,6.2,11.8,.523,.528,3.5,5.4,.649,1.0,5.4,6.5,5.7,0.8,0.3,3.0,2.5,21.5,,barrerj01
38,Jamal Murray,27,DEN,PG,61,61,36.4,7.9,16.7,.474,2.4,6.0,.397,5.5,10.7,.518,.546,3.3,3.7,.889,0.7,3.1,3.8,6.1,1.4,0.5,2.1,1.9,21.5,,murraja01
39,Jalen Green,22,HOU,SG,69,69,33.4,7.6,17.8,.425,3.0,8.4,.357,4.6,9.4,.485,.509,3.3,3.9,.830,0.6,4.0,4.6,3.4,0.9,0.3,2.6,1.6,21.4,,greenja05
40,Jalen Williams,23,OKC,SG,61,61,32.6,8.1,16.9,.478,1.8,5.0,.362,6.3,11.9,.528,.532,3.3,4.2,.791,0.9,4.6,5.5,5.3,1.7,0.7,2.2,2.4,21.3,,willija06
41,Trey Murphy III,24,NOP,SF,53,51,35.0,7.2,15.8,.454,3.0,8.3,.361,4.2,7.6,.556,.548,3.8,4.3,.887,0.9,4.2,5.1,3.5,1.1,0.7,1.9,2.1,21.2,,murphtr02
42,Miles Bridges,26,CHO,PF,53,53,32.3,7.6,17.2,.441,2.3,7.1,.328,5.3,10.2,.519,.508,3.6,4.1,.867,1.1,6.7,7.8,3.9,0.8,0.8,2.1,1.6,21.1,,bridgmi02
43,Brandon Miller,22,CHO,SF,27,27,34.2,7.3,18.2,.403,3.9,10.9,.355,3.5,7.3,.475,.509,2.5,2.9,.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,,millebr02
44,Darius Garland,25,CLE,PG,64,64,30.5,7.5,15.7,.476,2.9,7.1,.407,4.6,8.5,.534,.568,3.1,3.5,.881,0.6,2.1,2.7,6.7,1.2,0.2,2.5,2.0,20.9,,garlada01
45,CJ McCollum,33,NOP,PG,53,53,32.7,7.8,17.7,.442,3.1,8.1,.376,4.8,9.6,.498,.528,2.2,3.1,.720,0.8,3.0,3.8,4.0,0.8,0.5,1.8,2.2,20.9,,mccolcj01
46,Pascal Siakam,30,IND,PF,66,66,32.9,8.1,15.4,.526,1.7,4.4,.396,6.4,11.0,.577,.582,3.0,4.1,.743,1.7,5.5,7.2,3.3,0.9,0.5,1.4,2.5,20.9,,siakapa01
47,Jordan Poole,25,WAS,SG,57,57,30.5,6.8,16.0,.424,3.5,9.3,.377,3.3,6.7,.490,.534,3.7,4.2,.876,0.5,2.7,3.2,4.6,1.4,0.5,3.2,3.1,20.8,,poolejo01
48,Kawhi Leonard,33,LAC,SF,26,26,30.0,7.7,16.2,.476,2.0,5.1,.391,5.7,11.0,.516,.538,2.2,2.9,.760,1.0,4.3,5.3,2.9,1.5,0.5,2.1,1.5,19.6,,leonaka01
49,Austin Reaves,26,LAL,SG,60,60,34.6,6.3,14.1,.446,2.6,7.2,.366,3.7,6.9,.530,.540,4.3,5.0,.872,0.8,3.7,4.5,6.0,1.2,0.3,2.4,2.0,19.6,,reaveau01
50,Scottie Barnes,23,TOR,PF,54,54,33.7,7.3,16.5,.442,1.2,4.5,.266,6.1,12.1,.507,.478,3.7,4.9,.771,1.7,6.1,7.8,5.9,1.5,1.0,2.9,1.9,19.5,,barnesc01
51,Anfernee Simons,25,POR,SG,65,65,32.7,6.9,16.0,.433,3.2,8.4,.373,3.8,7.5,.500,.532,2.5,2.8,.906,0.3,2.4,2.7,4.8,0.9,0.1,2.1,1.7,19.5,,simonan01
52,Coby White,24,CHI,SG,61,60,33.1,6.6,15.2,.436,3.0,8.3,.356,3.7,6.9,.532,.533,3.3,3.6,.905,0.3,3.2,3.6,4.5,1.0,0.2,2.3,2.1,19.5,,whiteco01
53,Kristaps Porziņģis,29,BOS,C,34,34,29.0,6.6,13.6,.483,2.3,5.9,.391,4.3,7.7,.553,.568,3.8,4.6,.810,1.5,5.3,6.8,1.9,0.8,1.6,1.2,2.7,19.3,,porzikr01
54,Domantas Sabonis,28,SAC,C,58,58,34.8,7.5,12.7,.593,1.0,2.3,.425,6.6,10.4,.630,.632,3.1,4.2,.748,3.8,10.0,13.9,6.2,0.6,0.4,2.9,3.3,19.2,,sabondo01
55,Desmond Bane,26,MEM,SG,57,56,31.6,7.1,14.5,.487,2.3,5.8,.393,4.8,8.7,.550,.566,2.6,3.0,.882,0.9,5.3,6.3,5.5,1.2,0.4,2.6,2.4,19.1,,banede01
56,Alperen Şengün,22,HOU,C,65,65,31.3,7.5,14.9,.502,0.3,1.3,.241,7.2,13.7,.526,.512,3.8,5.6,.693,3.5,7.0,10.5,4.9,1.1,0.8,2.7,2.9,19.1,,sengual01
57,John Collins,27,UTA,PF,40,31,30.5,7.0,13.3,.527,1.5,3.7,.399,5.5,9.6,.577,.583,3.5,4.1,.848,2.2,6.0,8.2,2.0,1.0,1.0,2.6,2.9,19.0,,collijo01
58,Lauri Markkanen,27,UTA,PF,47,47,31.4,6.3,14.9,.423,2.9,8.5,.346,3.4,6.4,.525,.521,3.4,3.9,.876,1.5,4.4,5.9,1.5,0.7,0.4,1.4,1.7,19.0,,markkla01
59,Cameron Johnson,28,BRK,PF,53,53,31.9,6.3,13.2,.476,2.9,7.2,.398,3.4,5.9,.571,.586,3.5,3.9,.885,0.9,3.3,4.3,3.2,1.0,0.5,1.7,1.9,18.9,,johnsca02
60,Jalen Johnson,23,ATL,SF,36,36,35.7,7.5,15.1,.500,1.2,3.9,.312,6.3,11.1,.566,.541,2.6,3.5,.746,1.7,8.3,10.0,5.0,1.6,1.0,2.9,1.9,18.9,,johnsja05
61,Julius Randle,30,MIN,PF,57,57,32.3,6.5,13.7,.474,1.5,4.5,.325,5.1,9.2,.546,.527,4.3,5.3,.807,2.2,4.9,7.1,4.7,0.7,0.2,2.8,2.5,18.7,,randlju01
62,Evan Mobley,23,CLE,PF,60,60,30.3,7.2,12.6,.568,1.1,3.0,.365,6.1,9.7,.630,.611,3.2,4.3,.736,2.3,7.0,9.2,3.1,0.9,1.5,2.0,2.0,18.6,,mobleev01
63,Nikola Vučević,34,CHI,C,60,59,31.8,7.6,14.3,.529,1.8,4.5,.390,5.8,9.8,.592,.590,1.7,2.1,.815,2.3,7.9,10.1,3.4,0.8,0.6,1.7,2.4,18.6,,vucevni01
64,Tyrese Haliburton,24,IND,PG,62,62,34.0,6.5,13.8,.467,3.0,7.8,.387,3.5,6.1,.570,.576,2.5,3.0,.858,0.6,3.0,3.5,9.0,1.5,0.6,1.7,1.3,18.5,,halibty01
65,Michael Porter Jr.,26,DEN,SF,66,66,33.8,6.9,13.8,.502,2.5,6.3,.398,4.4,7.5,.590,.593,1.9,2.5,.754,1.8,5.2,7.0,2.1,0.6,0.4,1.3,2.0,18.3,,portemi01
66,Collin Sexton,26,UTA,SG,53,51,28.1,6.4,13.7,.470,1.8,4.4,.397,4.7,9.3,.504,.534,3.5,4.0,.871,1.1,1.8,2.9,4.2,0.7,0.1,2.6,2.2,18.1,,sextoco01
67,Andrew Wiggins,29,2TM,SF,54,54,30.8,6.1,14.0,.439,2.1,5.9,.364,4.0,8.1,.493,.515,3.3,4.3,.772,1.5,3.0,4.5,2.5,0.9,0.8,1.6,1.7,17.7,,wiggian01
67,Andrew Wiggins,29,GSW,SF,43,43,30.1,6.1,13.7,.444,2.2,5.8,.379,3.9,7.9,.491,.524,3.2,4.2,.777,1.5,3.0,4.6,2.4,0.9,0.8,1.3,1.6,17.6,,wiggian01
67,Andrew Wiggins,29,MIA,SF,11,11,33.5,6.4,15.1,.422,1.9,6.2,.309,4.5,8.9,.500,.485,3.6,4.8,.755,1.4,2.8,4.2,2.9,1.0,1.0,2.6,1.9,18.3,,wiggian01
68,Mikal Bridges,28,NYK,SF,67,67,37.8,7.3,14.6,.499,2.1,6.0,.355,5.1,8.6,.599,.572,1.0,1.3,.779,0.9,2.3,3.2,3.5,0.9,0.6,1.6,1.5,17.7,,bridgmi01
69,Malik Monk,26,SAC,SG,56,43,32.6,6.6,14.9,.440,2.2,6.8,.318,4.4,8.1,.543,.513,2.4,2.8,.866,0.4,3.4,3.8,5.9,1.0,0.7,2.4,2.6,17.7,,monkma01
70,De'Andre Hunter,27,2TM,SF,52,8,27.6,5.6,12.0,.469,2.5,6.1,.414,3.1,5.9,.526,.574,3.8,4.5,.854,0.7,3.3,4.0,1.4,0.7,0.2,1.3,2.5,17.6,,huntede01
70,De'Andre Hunter,27,ATL,SF,37,4,28.8,6.1,13.3,.461,2.6,6.7,.393,3.5,6.6,.531,.560,4.1,4.8,.858,0.7,3.2,3.9,1.5,0.8,0.1,1.6,2.4,19.0,,huntede01
70,De'Andre Hunter,27,CLE,SF,15,4,24.7,4.4,8.9,.496,2.3,4.8,.486,2.1,4.1,.508,.628,3.2,3.8,.842,0.7,3.5,4.2,1.1,0.3,0.3,0.7,2.7,14.3,,huntede01
71,Jaden Ivey,22,DET,SG,30,30,29.9,6.3,13.8,.460,2.1,5.1,.409,4.2,8.6,.490,.536,2.8,3.9,.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2,17.6,,iveyja01
72,Dejounte Murray,28,NOP,PG,31,31,32.6,6.3,15.9,.393,1.7,5.6,.299,4.6,10.3,.444,.445,3.3,4.0,.823,0.5,5.9,6.5,7.4,2.0,0.4,3.4,2.0,17.5,,murrade01
73,Shaedon Sharpe,21,POR,SG,61,41,30.5,6.5,14.6,.449,2.0,6.2,.313,4.6,8.3,.550,.516,2.4,3.0,.796,0.9,3.2,4.1,2.6,0.8,0.2,2.0,1.7,17.5,,sharpsh01
74,Bam Adebayo,27,MIA,C,66,66,34.4,6.7,13.8,.486,0.8,2.6,.310,5.9,11.2,.528,.516,3.2,4.2,.760,2.5,7.4,9.9,4.3,1.3,0.7,2.2,2.2,17.4,,adebaba01
75,Bradley Beal,31,PHO,SG,48,33,32.2,6.6,13.1,.505,1.9,4.9,.395,4.7,8.3,.569,.578,2.2,2.7,.813,0.7,2.7,3.4,3.6,1.0,0.5,1.9,2.6,17.3,,bealbr01
76,Immanuel Quickley,25,TOR,PG,27,27,28.4,5.6,13.1,.424,2.5,6.7,.370,3.1,6.4,.480,.518,3.6,4.2,.858,0.4,3.2,3.6,5.5,0.6,0.1,1.7,1.9,17.2,,quickim01
77,Jimmy Butler,35,2TM,SF,42,42,31.2,5.5,10.9,.501,0.5,1.7,.296,5.0,9.2,.539,.524,5.7,6.9,.833,2.3,3.2,5.5,5.3,1.1,0.3,1.4,1.0,17.1,,butleji01
77,Jimmy Butler,35,MIA,PF,25,25,30.6,5.7,10.5,.540,0.5,1.4,.361,5.2,9.1,.568,.565,5.2,6.4,.801,2.2,3.0,5.2,4.8,1.1,0.4,1.2,0.9,17.0,,butleji01
77,Jimmy Butler,35,GSW,SF,17,17,32.1,5.1,11.4,.448,0.5,2.1,.229,4.6,9.4,.497,.469,6.5,7.5,.874,2.4,3.5,5.9,6.1,1.2,0.2,1.6,1.1,17.2,,butleji01
78,Keyonte George,21,UTA,PG,54,32,31.4,5.4,13.6,.395,2.6,7.6,.343,2.8,6.0,.462,.491,3.4,4.3,.802,0.4,3.4,3.8,5.8,0.7,0.2,2.8,1.7,16.8,,georgke01
79,Derrick White,30,BOS,SG,65,65,33.8,5.7,12.8,.442,3.5,9.1,.386,2.2,3.8,.576,.578,1.8,2.2,.850,0.9,3.5,4.4,4.4,0.9,1.1,1.6,1.8,16.7,,whitede01
80,OG Anunoby,27,NYK,PF,61,61,36.7,6.1,13.2,.465,2.2,6.0,.364,3.9,7.2,.549,.548,2.2,2.7,.795,1.4,3.4,4.8,2.2,1.4,0.9,1.4,2.3,16.6,,anunoog01
81,Jordan Clarkson,32,UTA,SG,35,9,26.3,5.5,13.5,.410,2.3,6.3,.367,3.2,7.1,.448,.496,3.1,3.9,.796,0.7,2.5,3.2,3.8,0.9,0.2,2.2,1.5,16.5,,clarkjo01
82,Ivica Zubac,27,LAC,C,67,67,32.6,7.3,11.7,.625,0.0,0.0,,7.3,11.7,.625,.625,1.8,2.9,.632,3.8,8.8,12.6,2.6,0.7,1.2,1.7,2.2,16.4,,zubaciv01
83,Jonathan Kuminga,22,GSW,PF,36,10,25.7,5.8,12.8,.455,1.1,3.4,.331,4.7,9.5,.499,.498,3.5,5.4,.651,1.3,3.4,4.8,2.3,0.9,0.5,1.6,2.0,16.3,,kuminjo01
84,Malik Beasley,28,DET,SG,69,14,27.4,5.7,12.9,.439,3.9,9.3,.418,1.8,3.6,.494,.589,1.0,1.6,.649,0.6,2.2,2.7,1.7,1.0,0.1,1.1,1.5,16.2,,beaslma01
85,Paul George,34,PHI,PF,41,41,32.5,6.0,13.9,.430,2.3,6.5,.358,3.6,7.4,.493,.514,1.9,2.4,.814,0.6,4.8,5.3,4.3,1.8,0.5,2.6,2.5,16.2,,georgpa01
86,Jalen Suggs,23,ORL,PG,35,35,28.6,5.6,13.7,.410,2.2,6.9,.314,3.5,6.8,.506,.489,2.8,3.1,.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,16.2,,suggsja01
87,Devin Vassell,24,SAS,SG,52,41,30.8,6.1,14.0,.437,2.3,6.5,.353,3.8,7.5,.510,.519,1.6,2.0,.796,0.6,3.3,3.9,2.9,1.3,0.5,1.3,1.6,16.1,,vassede01
88,Bennedict Mathurin,22,IND,SF,61,46,30.2,5.5,11.9,.465,1.5,4.1,.363,4.1,7.9,.518,.527,3.4,4.1,.832,1.2,4.1,5.2,1.9,0.6,0.4,1.9,2.3,16.0,,mathube01
89,Myles Turner,28,IND,C,59,59,30.6,5.4,11.5,.473,2.2,5.5,.393,3.3,6.0,.545,.566,2.5,3.2,.780,1.2,5.2,6.4,1.6,0.8,1.8,1.7,2.6,15.5,,turnemy01
90,Mark Williams,23,CHO,C,35,32,25.8,6.1,10.3,.593,0.0,0.0,.000,6.1,10.2,.595,.593,3.2,4.0,.794,3.1,6.9,10.0,2.5,0.7,1.2,1.3,2.5,15.4,,willima07
91,Deni Avdija,24,POR,SF,63,45,29.0,5.0,10.7,.467,1.6,4.4,.353,3.4,6.3,.547,.539,3.8,4.9,.773,1.3,5.4,6.7,3.6,0.9,0.5,2.6,2.3,15.3,,avdijde01
92,Jared McCain,20,PHI,SG,23,8,25.7,5.5,11.9,.460,2.2,5.8,.383,3.3,6.1,.532,.553,2.1,2.4,.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,,mccaija01
93,Christian Braun,23,DEN,SG,67,65,33.5,5.9,10.3,.572,1.1,2.8,.390,4.8,7.5,.640,.625,2.3,2.7,.826,1.2,3.8,5.0,2.4,1.1,0.5,1.0,2.1,15.2,,braunch01
94,Kelly Oubre Jr.,29,PHI,SF,60,57,34.6,5.8,12.4,.470,1.2,4.0,.293,4.6,8.3,.555,.518,2.3,3.1,.751,1.6,4.5,6.1,1.8,1.5,0.5,1.3,3.0,15.1,,oubreke01
95,Chet Holmgren,22,OKC,C,22,22,27.2,5.3,10.6,.500,1.3,3.7,.358,4.0,7.0,.575,.562,3.1,4.2,.731,1.8,6.8,8.5,1.9,0.8,2.5,1.8,2.1,15.0,,holmgch01
96,Naz Reid,25,MIN,C,69,17,27.9,5.5,11.8,.462,2.3,5.9,.387,3.2,5.9,.537,.559,1.4,1.9,.775,1.2,5.0,6.1,2.2,0.8,1.0,1.4,2.5,14.7,,reidna01
97,Kyle Kuzma,29,2TM,PF,51,48,29.7,5.6,13.4,.421,1.4,4.9,.290,4.2,8.5,.497,.474,2.0,3.1,.635,0.8,5.3,6.0,2.3,0.6,0.2,2.3,1.8,14.6,,kuzmaky01
97,Kyle Kuzma,29,WAS,PF,32,30,27.7,6.0,14.2,.420,1.4,5.0,.281,4.6,9.2,.495,.469,1.8,3.1,.602,0.8,4.9,5.8,2.5,0.6,0.2,2.3,1.6,15.2,,kuzmaky01
97,Kyle Kuzma,29,MIL,PF,19,18,33.2,5.1,11.9,.425,1.4,4.6,.307,3.6,7.3,.500,.485,2.2,3.2,.689,0.6,5.8,6.4,1.9,0.5,0.2,2.2,2.2,13.7,,kuzmaky01
98,Deandre Ayton,26,POR,C,40,40,30.2,6.6,11.7,.566,0.2,0.8,.188,6.5,10.9,.594,.573,1.0,1.5,.667,3.1,7.1,10.2,1.6,0.8,1.0,1.7,2.2,14.4,,aytonde01
99,Gradey Dick,21,TOR,SG,54,54,29.4,4.9,12.0,.410,2.1,6.0,.350,2.8,5.9,.470,.498,2.5,2.9,.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4,,dickgr01
100,Jerami Grant,30,POR,PF,47,47,32.4,4.6,12.2,.373,2.3,6.3,.365,2.3,5.9,.381,.467,3.0,3.5,.849,0.6,2.9,3.5,2.1,0.9,1.0,1.4,2.3,14.4,,grantje01
101,Klay Thompson,34,DAL,SF,61,61,27.7,5.2,12.5,.415,3.1,7.8,.398,2.1,4.7,.443,.539,0.9,1.0,.905,0.7,2.9,3.6,2.1,0.8,0.5,1.3,1.2,14.4,,thompkl01
102,P.J. Washington,26,DAL,PF,48,47,32.2,5.1,11.7,.439,1.5,4.2,.368,3.6,7.5,.478,.504,2.5,3.3,.742,1.6,6.6,8.2,2.3,1.2,1.0,1.9,2.4,14.3,,washipj01
103,Josh Hart,29,NYK,SG,64,64,37.8,5.4,10.2,.534,1.1,3.3,.335,4.3,6.9,.630,.588,2.2,2.8,.792,2.1,7.6,9.8,5.7,1.5,0.4,2.1,2.5,14.2,,hartjo01
104,Jakob Poeltl,29,TOR,C,52,51,29.8,6.2,10.1,.616,0.0,0.1,.333,6.2,10.0,.618,.617,1.8,2.6,.672,3.3,6.3,9.6,2.8,1.2,1.2,1.9,3.2,14.2,,poeltja01
105,Dyson Daniels,21,ATL,SG,64,64,33.8,5.9,12.2,.485,1.1,3.1,.345,4.9,9.1,.532,.528,1.2,2.0,.587,1.6,4.0,5.6,4.3,3.0,0.7,1.9,2.5,14.1,,daniedy01
106,Tre Mann,23,CHO,PG,13,0,24.5,5.4,12.4,.435,1.8,4.6,.400,3.5,7.8,.455,.509,1.5,1.6,.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,1.8,14.1,,manntr01
107,Payton Pritchard,27,BOS,PG,68,0,28.1,4.9,10.5,.469,3.3,7.8,.418,1.6,2.7,.619,.625,0.9,1.1,.853,1.3,2.4,3.7,3.4,0.9,0.2,0.9,1.5,14.1,,pritcpa01
108,Fred VanVleet,30,HOU,PG,50,50,35.1,4.9,12.8,.382,2.6,7.7,.340,2.3,5.1,.447,.485,1.7,2.1,.811,0.6,3.4,4.0,5.7,1.6,0.5,1.5,2.4,14.1,,vanvlfr01
109,Dillon Brooks,29,HOU,SF,65,65,32.3,5.1,12.1,.420,2.5,6.3,.393,2.6,5.8,.450,.522,1.4,1.7,.817,1.1,2.8,3.9,1.8,0.8,0.2,1.0,3.4,14.0,,brookdi01
110,Amen Thompson,22,HOU,SF,60,33,32.5,5.5,10.0,.553,0.3,1.3,.256,5.2,8.7,.597,.569,2.6,3.8,.693,2.8,5.6,8.3,3.6,1.3,1.3,2.1,2.3,14.0,,thompam01
111,Tobias Harris,32,DET,PF,65,65,32.1,5.3,11.2,.473,1.2,3.7,.339,4.1,7.6,.538,.528,2.0,2.3,.868,0.9,5.2,6.1,2.2,0.9,0.8,1.1,1.9,13.9,,harrito02
112,Stephon Castle,20,SAS,PG,66,32,25.8,5.0,11.7,.427,1.2,4.1,.286,3.8,7.6,.502,.477,2.7,3.8,.718,1.0,2.2,3.2,3.5,0.9,0.2,2.0,2.0,13.8,,castlst01
113,Josh Giddey,22,CHI,PG,60,60,29.7,5.1,11.0,.462,1.5,4.0,.376,3.6,7.0,.511,.530,2.2,2.8,.789,1.7,6.0,7.7,6.7,1.1,0.6,2.8,1.7,13.8,,giddejo01
114,Aaron Gordon,29,DEN,PF,40,31,27.2,4.9,9.4,.521,1.5,3.2,.457,3.4,6.2,.555,.599,2.6,3.2,.811,1.6,3.2,4.9,3.0,0.5,0.3,1.3,1.5,13.8,,gordoaa01
115,Bobby Portis,29,MIL,PF,46,7,25.2,5.6,12.1,.463,1.3,3.6,.364,4.3,8.5,.505,.517,1.2,1.5,.821,1.8,6.5,8.3,2.2,0.7,0.5,1.2,1.9,13.7,,portibo01
116,Jarrett Allen,26,CLE,C,68,68,28.7,5.5,7.9,.701,0.0,0.0,.000,5.5,7.9,.705,.701,2.5,3.4,.737,2.7,7.5,10.2,1.9,1.0,1.0,1.1,1.6,13.6,,allenja01
